Name,URL,Status,Success,Duration(ms),Stars,Category,Subcategory,SourceFile,Error
"tokyonight.nvim","https://github.com/folke/tokyonight.nvim",200,true,902,"4k+","Code Editors (30 Skills)","Neovim Plugins (14)","skill-research-phase5-batch5.md",""
"undotree","https://github.com/mbbill/undotree",200,true,945,"3k+","Code Editors (30 Skills)","Neovim Plugins (14)","skill-research-phase5-batch5.md",""
"bufferline.nvim","https://github.com/akinsho/bufferline.nvim",200,true,873,"3k+","Code Editors (30 Skills)","Neovim Plugins (14)","skill-research-phase5-batch5.md",""
"indent-blankline","https://github.com/lukas-reineke/indent-blankline.nvim",200,true,926,"3k+","Code Editors (30 Skills)","Neovim Plugins (14)","skill-research-phase5-batch5.md",""
"lualine.nvim","https://github.com/nvim-lualine/lualine.nvim",200,true,883,"4k+","Code Editors (30 Skills)","Neovim Plugins (14)","skill-research-phase5-batch5.md",""
"nvim-tree.lua","https://github.com/kyazdani42/nvim-tree.lua",200,true,944,"5k+","Code Editors (30 Skills)","Neovim Plugins (14)","skill-research-phase5-batch5.md",""
"dressing.nvim","https://github.com/stevearc/dressing.nvim",200,true,956,"2k+","Code Editors (30 Skills)","Neovim Plugins (14)","skill-research-phase5-batch5.md",""
"Nvim","https://github.com/neovim/neovim",200,true,1032,"80k+","Code Editors (30 Skills)","Neovim Plugins (14)","skill-research-phase5-batch5.md",""
"vim-fugitive","https://github.com/tpope/vim-fugitive",200,true,900,"20k+","Code Editors (30 Skills)","Vim Plugins (6)","skill-research-phase5-batch5.md",""
"vim-plug","https://github.com/junegunn/vim-plug",200,true,883,"30k+","Code Editors (30 Skills)","Vim Plugins (6)","skill-research-phase5-batch5.md",""
"NERDTree","https://github.com/preservim/nerdtree",200,true,948,"20k+","Code Editors (30 Skills)","Vim Plugins (6)","skill-research-phase5-batch5.md",""
"vim-gitgutter","https://github.com/airblade/vim-gitgutter",200,true,762,"18k+","Code Editors (30 Skills)","Vim Plugins (6)","skill-research-phase5-batch5.md",""
"vim-airline","https://github.com/vim-airline/vim-airline",200,true,1081,"17k+","Code Editors (30 Skills)","Vim Plugins (6)","skill-research-phase5-batch5.md",""
"vim-surround","https://github.com/tpope/vim-surround",200,true,999,"15k+","Code Editors (30 Skills)","Vim Plugins (6)","skill-research-phase5-batch5.md",""
"Doom Emacs","https://github.com/doomemacs/doomemacs",200,true,890,"18k+","Code Editors (30 Skills)","Emacs (2)","skill-research-phase5-batch5.md",""
"Evil","https://github.com/emacs-evil/evil",200,true,973,"9k+","Code Editors (30 Skills)","Emacs (2)","skill-research-phase5-batch5.md",""
"Obsidian","https://github.com/obsidianmd/obsidian-git",404,false,650,"2k+","Note-Taking Apps (30 Skills)","Obsidian Plugins (8)","skill-research-phase5-batch5.md",""
"Obsidian Tasks","https://github.com/obsidian-tasks-group/obsidian-tasks",200,true,948,"5k+","Note-Taking Apps (30 Skills)","Obsidian Plugins (8)","skill-research-phase5-batch5.md",""
"Obsidian Kanban","https://github.com/pyrochlore/obsidian-kanban",404,false,674,"3k+","Note-Taking Apps (30 Skills)","Obsidian Plugins (8)","skill-research-phase5-batch5.md",""
"Obsidian Hub","https://github.com/obsidian-community/obsidian-hub",200,true,1038,"1k+","Note-Taking Apps (30 Skills)","Obsidian Plugins (8)","skill-research-phase5-batch5.md",""
"Foam","https://github.com/foambubble/foam",200,true,925,"14k+","Note-Taking Apps (30 Skills)","Obsidian Plugins (8)","skill-research-phase5-batch5.md",""
"Foam VSCode","https://github.com/foambubble/foam-vscode",200,true,976,"2k+","Note-Taking Apps (30 Skills)","Obsidian Plugins (8)","skill-research-phase5-batch5.md",""
"Trilium Notes","https://github.com/zadam/trilium",200,true,859,"23k+","Note-Taking Apps (30 Skills)","Obsidian Plugins (8)","skill-research-phase5-batch5.md",""
"AFFiNE","https://github.com/toeverything/AFFiNE",200,true,899,"40k+","Note-Taking Apps (30 Skills)","Obsidian Plugins (8)","skill-research-phase5-batch5.md",""
"Logseq","https://github.com/logseq/logseq",200,true,918,"30k+","Note-Taking Apps (30 Skills)","Logseq (4)","skill-research-phase5-batch5.md",""
"Logseq Dev Plugin","https://github.com/pengx17/logseq-dev-plugin",404,false,605,"2k+","Note-Taking Apps (30 Skills)","Logseq (4)","skill-research-phase5-batch5.md",""
"Logseq Tabs","https://github.com/sawhney17/logseq-plugin-tabs",404,false,610,"500+","Note-Taking Apps (30 Skills)","Logseq (4)","skill-research-phase5-batch5.md",""
"Logseq Agenda","https://github.com/rytskyh/logseq-plugin-agenda",404,false,646,"400+","Note-Taking Apps (30 Skills)","Logseq (4)","skill-research-phase5-batch5.md",""
"Joplin","https://github.com/laurent22/joplin",200,true,910,"40k+","Note-Taking Apps (30 Skills)","Joplin (4)","skill-research-phase5-batch5.md",""
"Joplin Templates","https://github.com/joplin/plugin-templates",200,true,914,"400+","Note-Taking Apps (30 Skills)","Joplin (4)","skill-research-phase5-batch5.md",""
"Joplin Note Graph","https://github.com/joplin/plugin-note-graph",404,false,633,"200+","Note-Taking Apps (30 Skills)","Joplin (4)","skill-research-phase5-batch5.md",""
"Trilium Scripts","https://github.com/zadam/trilium-scripts",404,false,610,"500+","Note-Taking Apps (30 Skills)","Joplin (4)","skill-research-phase5-batch5.md",""
"TiddlyGit","https://github.com/tiddly-gittly/TiddlyGit-Desktop",200,true,981,"1k+","Note-Taking Apps (30 Skills)","Other Note Tools (14)","skill-research-phase5-batch5.md",""
"Gollama","https://github.com/gollama/gollama",404,false,630,"1k+","Note-Taking Apps (30 Skills)","Other Note Tools (14)","skill-research-phase5-batch5.md",""
"Focus Timer","https://github.com/robinhoodmarkets/focus",404,false,584,"3k+","Note-Taking Apps (30 Skills)","Other Note Tools (14)","skill-research-phase5-batch5.md",""
"Tmuxinator","https://github.com/tmuxinator/tmuxinator",200,true,928,"13k+","Note-Taking Apps (30 Skills)","Other Note Tools (14)","skill-research-phase5-batch5.md",""
"Spacedrive","https://github.com/spacedriveapp/spacedrive",200,true,950,"30k+","Note-Taking Apps (30 Skills)","Other Note Tools (14)","skill-research-phase5-batch5.md",""
"AnySync","https://github.com/anytype-io/any-sync",404,false,664,"500+","Note-Taking Apps (30 Skills)","Other Note Tools (14)","skill-research-phase5-batch5.md",""
"prepare-code-cmd","https://github.com/zhamlin/prepare-code-cmd",404,false,600,"300+","Note-Taking Apps (30 Skills)","Other Note Tools (14)","skill-research-phase5-batch5.md",""
"Czech","https://github.com/cpodgors/czech",404,false,613,"300+","Note-Taking Apps (30 Skills)","Other Note Tools (14)","skill-research-phase5-batch5.md",""
"Sketch HQ","https://github.com/sketch-hq/sketch-hq",404,false,611,"1k+","Note-Taking Apps (30 Skills)","Other Note Tools (14)","skill-research-phase5-batch5.md",""
"Dazzle","https://github.com/youssefhabri/dazzle",404,false,590,"400+","Note-Taking Apps (30 Skills)","Other Note Tools (14)","skill-research-phase5-batch5.md",""
"Ferdi","https://github.com/getferdi/ferdi",404,false,604,"10k+","Note-Taking Apps (30 Skills)","Other Note Tools (14)","skill-research-phase5-batch5.md",""
"Learn Git Branching","https://github.com/gabriel/LearnGitBranching",404,false,612,"30k+","Note-Taking Apps (30 Skills)","Other Note Tools (14)","skill-research-phase5-batch5.md",""
"Winds","https://github.com/GetStream/Winds",200,true,1130,"8k+","Note-Taking Apps (30 Skills)","Other Note Tools (14)","skill-research-phase5-batch5.md",""
"Filestash","https://github.com/mickael-kerjean/filestash",200,true,840,"8k+","Note-Taking Apps (30 Skills)","Other Note Tools (14)","skill-research-phase5-batch5.md",""
"Oh My Zsh","https://github.com/ohmyzsh/ohmyzsh",200,true,1035,"165k+","Terminal Tools (30 Skills)","Shells (8)","skill-research-phase5-batch5.md",""
"Prezto","https://github.com/sorin-ionescu/prezto",200,true,925,"14k+","Terminal Tools (30 Skills)","Shells (8)","skill-research-phase5-batch5.md",""
"Powerlevel10k","https://github.com/romkatv/powerlevel10k",200,true,1313,"45k+","Terminal Tools (30 Skills)","Shells (8)","skill-research-phase5-batch5.md",""
"Starship","https://github.com/starship/starship",200,true,1009,"40k+","Terminal Tools (30 Skills)","Shells (8)","skill-research-phase5-batch5.md",""
"Fish","https://github.com/fish-shell/fish-shell",200,true,938,"25k+","Terminal Tools (30 Skills)","Shells (8)","skill-research-phase5-batch5.md",""
"Nushell","https://github.com/nushell/nushell",200,true,937,"30k+","Terminal Tools (30 Skills)","Shells (8)","skill-research-phase5-batch5.md",""
"Elvish","https://github.com/elvish/elvish",404,false,634,"5k+","Terminal Tools (30 Skills)","Shells (8)","skill-research-phase5-batch5.md",""
"Xonsh","https://github.com/xonsh/xonsh",200,true,881,"8k+","Terminal Tools (30 Skills)","Shells (8)","skill-research-phase5-batch5.md",""
"Tmux","https://github.com/tmux/tmux",200,true,814,"33k+","Terminal Tools (30 Skills)","Terminal Multiplexers (7)","skill-research-phase5-batch5.md",""
"TPM","https://github.com/tmux-plugins/tpm",200,true,864,"11k+","Terminal Tools (30 Skills)","Terminal Multiplexers (7)","skill-research-phase5-batch5.md",""
"tmux-resurrect","https://github.com/tmux-plugins/tmux-resurrect",200,true,940,"8k+","Terminal Tools (30 Skills)","Terminal Multiplexers (7)","skill-research-phase5-batch5.md",""
"tmux-continuum","https://github.com/tmux-plugins/tmux-continuum",200,true,1030,"3k+","Terminal Tools (30 Skills)","Terminal Multiplexers (7)","skill-research-phase5-batch5.md",""
"tmux-yank","https://github.com/tmux-plugins/tmux-yank",200,true,914,"2k+","Terminal Tools (30 Skills)","Terminal Multiplexers (7)","skill-research-phase5-batch5.md",""
"tmux-checklist","https://github.com/square/tmux-checklist",404,false,629,"300+","Terminal Tools (30 Skills)","Terminal Multiplexers (7)","skill-research-phase5-batch5.md",""
".tmux","https://github.com/gpakosz/.tmux",200,true,852,"14k+","Terminal Tools (30 Skills)","Terminal Multiplexers (7)","skill-research-phase5-batch5.md",""
"FZF","https://github.com/junegunn/fzf",200,true,1021,"60k+","Terminal Tools (30 Skills)","CLI Tools (15)","skill-research-phase5-batch5.md",""
"Ripgrep","https://github.com/BurntSushi/ripgrep",200,true,847,"45k+","Terminal Tools (30 Skills)","CLI Tools (15)","skill-research-phase5-batch5.md",""
"Bat","https://github.com/sharkdp/bat",200,true,953,"48k+","Terminal Tools (30 Skills)","CLI Tools (15)","skill-research-phase5-batch5.md",""
"FD","https://github.com/sharkdp/fd",200,true,1051,"33k+","Terminal Tools (30 Skills)","CLI Tools (15)","skill-research-phase5-batch5.md",""
"Exa","https://github.com/ogham/exa",200,true,836,"23k+","Terminal Tools (30 Skills)","CLI Tools (15)","skill-research-phase5-batch5.md",""
"Eza","https://github.com/eza-community/eza",200,true,1074,"10k+","Terminal Tools (30 Skills)","CLI Tools (15)","skill-research-phase5-batch5.md",""
"Zoxide","https://github.com/ajeetdsouza/zoxide",200,true,929,"20k+","Terminal Tools (30 Skills)","CLI Tools (15)","skill-research-phase5-batch5.md",""
"LF","https://github.com/gokcehan/lf",200,true,947,"7k+","Terminal Tools (30 Skills)","CLI Tools (15)","skill-research-phase5-batch5.md",""
"Ranger","https://github.com/ranger/ranger",200,true,933,"14k+","Terminal Tools (30 Skills)","CLI Tools (15)","skill-research-phase5-batch5.md",""
"Lazygit","https://github.com/jesseduffield/lazygit",200,true,1006,"48k+","Terminal Tools (30 Skills)","CLI Tools (15)","skill-research-phase5-batch5.md",""
"Forgit","https://github.com/wfxr/forgit",200,true,969,"4k+","Terminal Tools (30 Skills)","CLI Tools (15)","skill-research-phase5-batch5.md",""
"Delta","https://github.com/dandavison/delta",200,true,879,"20k+","Terminal Tools (30 Skills)","CLI Tools (15)","skill-research-phase5-batch5.md",""
"Krew","https://github.com/kubernetes-sigs/krew",200,true,995,"5k+","Terminal Tools (30 Skills)","CLI Tools (15)","skill-research-phase5-batch5.md",""
"Gum","https://github.com/charmbracelet/gum",200,true,2429,"15k+","Terminal Tools (30 Skills)","CLI Tools (15)","skill-research-phase5-batch5.md",""
"Glow","https://github.com/charmbracelet/glow",200,true,1031,"15k+","Terminal Tools (30 Skills)","CLI Tools (15)","skill-research-phase5-batch5.md",""
"Go Task","https://github.com/go-task/task",200,true,1005,"10k+","Productivity Utilities (25 Skills)","Task Managers (7)","skill-research-phase5-batch5.md",""
"Nick","https://github.com/nickkhall/nick",404,false,619,"100+","Productivity Utilities (25 Skills)","Task Managers (7)","skill-research-phase5-batch5.md",""
"transfer.sh","https://github.com/dutchcoders/transfer.sh",200,true,982,"16k+","Productivity Utilities (25 Skills)","Task Managers (7)","skill-research-phase5-batch5.md",""
"Chronos","https://github.com/CupCakeArmy/chronos",404,false,656,"200+","Productivity Utilities (25 Skills)","Task Managers (7)","skill-research-phase5-batch5.md",""
"Bubbletea","https://github.com/charmbracelet/bubbletea",200,true,886,"25k+","Productivity Utilities (25 Skills)","Task Managers (7)","skill-research-phase5-batch5.md",""
"Htop","https://github.com/htop-dev/htop",200,true,942,"7k+","Productivity Utilities (25 Skills)","Task Managers (7)","skill-research-phase5-batch5.md",""
"Btop","https://github.com/aristocratos/btop",200,true,918,"20k+","Productivity Utilities (25 Skills)","Task Managers (7)","skill-research-phase5-batch5.md",""
"Clipboard","https://github.com/Slackadays/Clipboard",200,true,1001,"600+","Productivity Utilities (25 Skills)","Clipboard Managers (5)","skill-research-phase5-batch5.md",""
"Activepieces","https://github.com/activepieces/activepieces",200,true,898,"7k+","Productivity Utilities (25 Skills)","Clipboard Managers (5)","skill-research-phase5-batch5.md",""
"Maccy","https://github.com/p0deje/Maccy",200,true,866,"9k+","Productivity Utilities (25 Skills)","Clipboard Managers (5)","skill-research-phase5-batch5.md",""
"Clipy","https://github.com/Clipy/Clipy",200,true,908,"6k+","Productivity Utilities (25 Skills)","Clipboard Managers (5)","skill-research-phase5-batch5.md",""
"Jclip","https://github.com/jdberry/jclip",404,false,643,"100+","Productivity Utilities (25 Skills)","Clipboard Managers (5)","skill-research-phase5-batch5.md",""
"Vifm","https://github.com/vifm/vifm",200,true,1035,"2k+","Productivity Utilities (25 Skills)","File Managers (6)","skill-research-phase5-batch5.md",""
"BB Files","https://github.com/luiz-depaiva/bb-files",404,false,617,"50+","Productivity Utilities (25 Skills)","File Managers (6)","skill-research-phase5-batch5.md",""
"Nylas Mail","https://github.com/nylas/nylas-mail",200,true,928,"13k+","Productivity Utilities (25 Skills)","File Managers (6)","skill-research-phase5-batch5.md",""
"Mailspring","https://github.com/Foundry376/Mailspring",200,true,877,"15k+","Productivity Utilities (25 Skills)","File Managers (6)","skill-research-phase5-batch5.md",""
"Moar","https://github.com/walles/moar",200,true,947,"2k+","Productivity Utilities (25 Skills)","File Managers (6)","skill-research-phase5-batch5.md",""
"FiraCode","https://github.com/tonsky/FiraCode",200,true,913,"70k+","Productivity Utilities (25 Skills)","File Managers (6)","skill-research-phase5-batch5.md",""
"Ulauncher","https://github.com/Ulauncher/Ulauncher",200,true,879,"10k+","Productivity Utilities (25 Skills)","Launcher Tools (7)","skill-research-phase5-batch5.md",""
"Emacs Plus","https://github.com/d12frosted/homebrew-emacs-plus",200,true,1174,"2k+","Productivity Utilities (25 Skills)","Launcher Tools (7)","skill-research-phase5-batch5.md",""
"Launchbar VSCode","https://github.com/pierrickmonnot/LauchbarVSCode",404,false,615,"100+","Productivity Utilities (25 Skills)","Launcher Tools (7)","skill-research-phase5-batch5.md",""
"Rebound","https://github.com/shobrook/rebound",200,true,981,"300+","Productivity Utilities (25 Skills)","Launcher Tools (7)","skill-research-phase5-batch5.md",""
"Clif","https://github.com/kylef/clif",404,false,600,"100+","Productivity Utilities (25 Skills)","Launcher Tools (7)","skill-research-phase5-batch5.md",""
"Gitify","https://github.com/djbin/gitify",404,false,588,"200+","Productivity Utilities (25 Skills)","Launcher Tools (7)","skill-research-phase5-batch5.md",""
"Sidebar Dropdown","https://github.com/sebastiencs/sidebar-dropdown",404,false,571,"100+","Productivity Utilities (25 Skills)","Launcher Tools (7)","skill-research-phase5-batch5.md",""
"Heroicons","https://github.com/tailwindlabs/heroicons",200,true,883,"20k+","Design Tools (25 Skills)","Icon Libraries (5)","skill-research-phase5-batch6.md",""
"Tabler Icons","https://github.com/tabler/tabler-icons",200,true,994,"17k+","Design Tools (25 Skills)","Icon Libraries (5)","skill-research-phase5-batch6.md",""
"Phosphor Icons","https://github.com/phosphor-icons/phosphor-icons",200,true,886,"12k+","Design Tools (25 Skills)","Icon Libraries (5)","skill-research-phase5-batch6.md",""
"Shadcn/ui","https://github.com/shadcn-ui/ui",200,true,803,"65k+","Design Tools (25 Skills)","Design Systems & UI Kits (5)","skill-research-phase5-batch6.md",""
"Chakra UI","https://github.com/chakra-ui/chakra-ui",200,true,1055,"37k+","Design Tools (25 Skills)","Design Systems & UI Kits (5)","skill-research-phase5-batch6.md",""
"Mantine UI","https://github.com/mantinedev/mantine",200,true,816,"24k+","Design Tools (25 Skills)","Design Systems & UI Kits (5)","skill-research-phase5-batch6.md",""
"Penpot","https://github.com/penpot/penpot",200,true,863,"31k+","Design Tools (25 Skills)","Prototyping & Design Tools (5)","skill-research-phase5-batch6.md",""
"Excalidraw","https://github.com/excalidraw/excalidraw",200,true,942,"78k+","Design Tools (25 Skills)","Prototyping & Design Tools (5)","skill-research-phase5-batch6.md",""
"tldraw","https://github.com/tldraw/tldraw",200,true,913,"29k+","Design Tools (25 Skills)","Prototyping & Design Tools (5)","skill-research-phase5-batch6.md",""
"Framer Motion","https://github.com/framer/motion",200,true,1018,"23k+","Design Tools (25 Skills)","Prototyping & Design Tools (5)","skill-research-phase5-batch6.md",""
"React Spring","https://github.com/pmndrs/react-spring",200,true,1024,"23k+","Design Tools (25 Skills)","Prototyping & Design Tools (5)","skill-research-phase5-batch6.md",""
"Google Fonts","https://github.com/google/fonts",200,true,918,"18k+","Design Tools (25 Skills)","Color & Typography (5)","skill-research-phase5-batch6.md",""
"Mattermost","https://github.com/mattermost/mattermost",200,true,909,"28k+","Collaboration Tools (25 Skills)","Team Communication (5)","skill-research-phase5-batch6.md",""
"Zulip","https://github.com/zulip/zulip",200,true,976,"21k+","Collaboration Tools (25 Skills)","Team Communication (5)","skill-research-phase5-batch6.md",""
"Rocket.Chat","https://github.com/RocketChat/Rocket.Chat",200,true,956,"39k+","Collaboration Tools (25 Skills)","Team Communication (5)","skill-research-phase5-batch6.md",""
"Element","https://github.com/vector-im/element-web",200,true,1038,"11k+","Collaboration Tools (25 Skills)","Team Communication (5)","skill-research-phase5-batch6.md",""
"Taiga","https://github.com/taigaio/taiga-back",200,true,895,"15k+","Collaboration Tools (25 Skills)","Project Management (5)","skill-research-phase5-batch6.md",""
"Docusaurus","https://github.com/facebook/docusaurus",200,true,938,"53k+","Collaboration Tools (25 Skills)","Documentation & Knowledge (5)","skill-research-phase5-batch6.md",""
"GitBook","https://github.com/GitbookIO/gitbook",200,true,987,"29k+","Collaboration Tools (25 Skills)","Documentation & Knowledge (5)","skill-research-phase5-batch6.md",""
"VitePress","https://github.com/vuejs/vitepress",200,true,875,"21k+","Collaboration Tools (25 Skills)","Documentation & Knowledge (5)","skill-research-phase5-batch6.md",""
"Phabricator","https://github.com/phacility/phabricator",200,true,940,"10k+","Collaboration Tools (25 Skills)","Code Review & Quality (5)","skill-research-phase5-batch6.md",""
"Obsidian","https://github.com/obsidianmd/obsidian-releases",200,true,902,"34k+","Collaboration Tools (25 Skills)","Note-Taking & Workflow (5)","skill-research-phase5-batch6.md",""
"Logseq","https://github.com/logseq/logseq",200,true,1051,"31k+","Collaboration Tools (25 Skills)","Note-Taking & Workflow (5)","skill-research-phase5-batch6.md",""
"Joplin","https://github.com/laurent22/joplin",200,true,936,"45k+","Collaboration Tools (25 Skills)","Note-Taking & Workflow (5)","skill-research-phase5-batch6.md",""
"AppFlowy","https://github.com/AppFlowy-IO/AppFlowy",200,true,859,"54k+","Collaboration Tools (25 Skills)","Note-Taking & Workflow (5)","skill-research-phase5-batch6.md",""
"n8n","https://github.com/n8n-io/n8n",200,true,1016,"52k+","Collaboration Tools (25 Skills)","Note-Taking & Workflow (5)","skill-research-phase5-batch6.md",""
"GistPad","https://github.com/vedantmgoyal9/gistpad",404,false,639,"890+","Developer Utilities (20 Skills)","Snippet Management (5)","skill-research-phase5-batch6.md",""
"Node-RED","https://github.com/node-red/node-red",200,true,861,"19k+","Developer Utilities (20 Skills)","Workflow Automation (5)","skill-research-phase5-batch6.md",""
"Huginn","https://github.com/huginn/huginn",200,true,990,"43k+","Developer Utilities (20 Skills)","Workflow Automation (5)","skill-research-phase5-batch6.md",""
"Affine","https://github.com/toeverything/AFFiNE",200,true,973,"32k+","Developer Utilities (20 Skills)","Workflow Automation (5)","skill-research-phase5-batch6.md",""
"Tmux","https://github.com/tmux/tmux",200,true,867,"33k+","Developer Utilities (20 Skills)","Terminal & Dev Tools (5)","skill-research-phase5-batch6.md",""
"TPM","https://github.com/tmux-plugins/tpm",200,true,875,"13k+","Developer Utilities (20 Skills)","Terminal & Dev Tools (5)","skill-research-phase5-batch6.md",""
"DevOps Snippets","https://github.com/mhassan8/devops-shell-snippets",404,false,604,"950+","Developer Utilities (20 Skills)","Terminal & Dev Tools (5)","skill-research-phase5-batch6.md",""
"FZF","https://github.com/junegunn/fzf",200,true,956,"61k+","Developer Utilities (20 Skills)","Terminal & Dev Tools (5)","skill-research-phase5-batch6.md",""
"Docker","https://github.com/docker/docker-ce",200,true,928,"69k+","Container Orchestration (35 Skills)","Container Runtimes (5)","skill-research-phase5-batch7.md",""
"Podman","https://github.com/containers/podman",200,true,951,"22k+","Container Orchestration (35 Skills)","Container Runtimes (5)","skill-research-phase5-batch7.md",""
"containerd","https://github.com/containerd/containerd",200,true,972,"16k+","Container Orchestration (35 Skills)","Container Runtimes (5)","skill-research-phase5-batch7.md",""
"Kubernetes","https://github.com/kubernetes/kubernetes",200,true,902,"110k+","Container Orchestration (35 Skills)","Kubernetes Core (5)","skill-research-phase5-batch7.md",""
"minikube","https://github.com/kubernetes/minikube",200,true,1028,"29k+","Container Orchestration (35 Skills)","Kubernetes Distributions (5)","skill-research-phase5-batch7.md",""
"kind","https://github.com/kubernetes-sigs/kind",200,true,921,"13k+","Container Orchestration (35 Skills)","Kubernetes Distributions (5)","skill-research-phase5-batch7.md",""
"k3s","https://github.com/k3s-io/k3s",200,true,1031,"27k+","Container Orchestration (35 Skills)","Kubernetes Distributions (5)","skill-research-phase5-batch7.md",""
"Helm","https://github.com/helm/helm",200,true,839,"26k+","Container Orchestration (35 Skills)","Helm & Package Management (5)","skill-research-phase5-batch7.md",""
"k9s","https://github.com/derailed/k9s",200,true,1248,"25k+","Container Orchestration (35 Skills)","Kubernetes Tools (5)","skill-research-phase5-batch7.md",""
"kubectx","https://github.com/ahmetb/kubectx",200,true,961,"17k+","Container Orchestration (35 Skills)","Kubernetes Tools (5)","skill-research-phase5-batch7.md",""
"kubens","https://github.com/ahmetb/kubectx",200,true,966,"17k+","Container Orchestration (35 Skills)","Kubernetes Tools (5)","skill-research-phase5-batch7.md",""
"Istio","https://github.com/istio/istio",200,true,924,"35k+","Container Orchestration (35 Skills)","Service Mesh (5)","skill-research-phase5-batch7.md",""
"Linkerd","https://github.com/linkerd/linkerd2",200,true,998,"10k+","Container Orchestration (35 Skills)","Service Mesh (5)","skill-research-phase5-batch7.md",""
"Consul Connect","https://github.com/hashicorp/consul",200,true,1110,"27k+","Container Orchestration (35 Skills)","Service Mesh (5)","skill-research-phase5-batch7.md",""
"Envoy","https://github.com/envoyproxy/envoy",200,true,1006,"24k+","Container Orchestration (35 Skills)","Service Mesh (5)","skill-research-phase5-batch7.md",""
"Cilium","https://github.com/cilium/cilium",200,true,893,"19k+","Container Orchestration (35 Skills)","Container Networking & Storage (5)","skill-research-phase5-batch7.md",""
"Rook","https://github.com/rook/rook",200,true,1091,"12k+","Container Orchestration (35 Skills)","Container Networking & Storage (5)","skill-research-phase5-batch7.md",""
"Jenkins","https://github.com/jenkinsci/jenkins",200,true,870,"23k+","CI/CD Tools (35 Skills)","CI Platforms (5)","skill-research-phase5-batch7.md",""
"GitLab CI","https://github.com/gitlabhq/gitlabhq",200,true,1000,"35k+","CI/CD Tools (35 Skills)","CI Platforms (5)","skill-research-phase5-batch7.md",""
"Drone CI","https://github.com/drone/drone",200,true,913,"29k+","CI/CD Tools (35 Skills)","CI Platforms (5)","skill-research-phase5-batch7.md",""
"Gradle","https://github.com/gradle/gradle",200,true,925,"17k+","CI/CD Tools (35 Skills)","Build Tools (5)","skill-research-phase5-batch7.md",""
"Bazel","https://github.com/bazelbuild/bazel",200,true,994,"23k+","CI/CD Tools (35 Skills)","Build Tools (5)","skill-research-phase5-batch7.md",""
"ArgoCD","https://github.com/argoproj/argo-cd",200,true,932,"17k+","CI/CD Tools (35 Skills)","Continuous Deployment (5)","skill-research-phase5-batch7.md",""
"NixOS","https://github.com/NixOS/nixpkgs",200,true,1056,"12k+","CI/CD Tools (35 Skills)","Continuous Deployment (5)","skill-research-phase5-batch7.md",""
"Terraform","https://github.com/hashicorp/terraform",200,true,939,"42k+","CI/CD Tools (35 Skills)","Infrastructure as Code (5)","skill-research-phase5-batch7.md",""
"Pulumi","https://github.com/pulumi/pulumi",200,true,993,"21k+","CI/CD Tools (35 Skills)","Infrastructure as Code (5)","skill-research-phase5-batch7.md",""
"AWS CDK","https://github.com/aws/aws-cdk",200,true,958,"11k+","CI/CD Tools (35 Skills)","Infrastructure as Code (5)","skill-research-phase5-batch7.md",""
"Ansible","https://github.com/ansible/ansible",200,true,973,"61k+","CI/CD Tools (35 Skills)","Infrastructure as Code (5)","skill-research-phase5-batch7.md",""
"SaltStack","https://github.com/saltstack/salt",200,true,2069,"14k+","CI/CD Tools (35 Skills)","Configuration Management (5)","skill-research-phase5-batch7.md",""
"CFEngine","https://github.com/cfengine/core",200,true,928,"680+","CI/CD Tools (35 Skills)","Configuration Management (5)","skill-research-phase5-batch7.md",""
"Nix","https://github.com/NixOS/nix",200,true,1030,"12k+","CI/CD Tools (35 Skills)","Configuration Management (5)","skill-research-phase5-batch7.md",""
"Selenium","https://github.com/SeleniumHQ/selenium",200,true,1074,"30k+","CI/CD Tools (35 Skills)","Testing & Quality (5)","skill-research-phase5-batch7.md",""
"Cypress","https://github.com/cypress-io/cypress",200,true,969,"46k+","CI/CD Tools (35 Skills)","Testing & Quality (5)","skill-research-phase5-batch7.md",""
"Playwright","https://github.com/microsoft/playwright",200,true,932,"65k+","CI/CD Tools (35 Skills)","Testing & Quality (5)","skill-research-phase5-batch7.md",""
"OWASP ZAP","https://github.com/zaproxy/zaproxy",200,true,1042,"12k+","CI/CD Tools (35 Skills)","Testing & Quality (5)","skill-research-phase5-batch7.md",""
"Semantic Release","https://github.com/semantic-release/semantic-release",200,true,1089,"20k+","CI/CD Tools (35 Skills)","Release Automation (5)","skill-research-phase5-batch7.md",""
"GoReleaser","https://github.com/goreleaser/goreleaser",200,true,1011,"14k+","CI/CD Tools (35 Skills)","Release Automation (5)","skill-research-phase5-batch7.md",""
"AWS CLI","https://github.com/aws/aws-cli",200,true,992,"15k+","Cloud Platforms (35 Skills)","AWS Tools (5)","skill-research-phase5-batch7.md",""
"LocalStack","https://github.com/localstack/localstack",200,true,943,"53k+","Cloud Platforms (35 Skills)","AWS Tools (5)","skill-research-phase5-batch7.md",""
"AWS CDK","https://github.com/aws/aws-cdk",200,true,288,"11k+","Cloud Platforms (35 Skills)","AWS Tools (5)","skill-research-phase5-batch7.md",""
"Serverless Framework","https://github.com/serverless/serverless",200,true,1008,"46k+","Cloud Platforms (35 Skills)","AWS Tools (5)","skill-research-phase5-batch7.md",""
"Azure DevOps","https://github.com/microsoft/azure-devops-cli-extension",200,true,964,"750+","Cloud Platforms (35 Skills)","Azure Tools (5)","skill-research-phase5-batch7.md",""
