Name,URL,Stars,Quality,Score,HasContent,RecentUpdate,IsArchived,Language,Category,Subcategory,Reasons
"NERDTree","https://github.com/preservim/nerdtree",20000,"good",5,true,true,false,"","Code Editors (30 Skills)","Vim Plugins (6)","Based on research data only"
"vim-gitgutter","https://github.com/airblade/vim-gitgutter",18000,"good",5,true,true,false,"","Code Editors (30 Skills)","Vim Plugins (6)","Based on research data only"
"vim-airline","https://github.com/vim-airline/vim-airline",17000,"good",5,true,true,false,"","Code Editors (30 Skills)","Vim Plugins (6)","Based on research data only"
"vim-surround","https://github.com/tpope/vim-surround",15000,"good",5,true,true,false,"","Code Editors (30 Skills)","Vim Plugins (6)","Based on research data only"
"Doom Emacs","https://github.com/doomemacs/doomemacs",18000,"good",5,true,true,false,"","Code Editors (30 Skills)","Emacs (2)","Based on research data only"
"Evil","https://github.com/emacs-evil/evil",9000,"good",5,true,true,false,"","Code Editors (30 Skills)","Emacs (2)","Based on research data only"
"Obsidian Tasks","https://github.com/obsidian-tasks-group/obsidian-tasks",5000,"good",5,true,true,false,"","Note-Taking Apps (30 Skills)","Obsidian Plugins (8)","Based on research data only"
"Obsidian Hub","https://github.com/obsidian-community/obsidian-hub",1000,"good",5,true,true,false,"","Note-Taking Apps (30 Skills)","Obsidian Plugins (8)","Based on research data only"
"Foam","https://github.com/foambubble/foam",14000,"good",5,true,true,false,"","Note-Taking Apps (30 Skills)","Obsidian Plugins (8)","Based on research data only"
"Foam VSCode","https://github.com/foambubble/foam-vscode",2000,"good",5,true,true,false,"","Note-Taking Apps (30 Skills)","Obsidian Plugins (8)","Based on research data only"
"Trilium Notes","https://github.com/zadam/trilium",23000,"good",5,true,true,false,"","Note-Taking Apps (30 Skills)","Obsidian Plugins (8)","Based on research data only"
"AFFiNE","https://github.com/toeverything/AFFiNE",40000,"good",5,true,true,false,"","Note-Taking Apps (30 Skills)","Obsidian Plugins (8)","Based on research data only"
"Logseq","https://github.com/logseq/logseq",30000,"good",5,true,true,false,"","Note-Taking Apps (30 Skills)","Logseq (4)","Based on research data only"
"Joplin","https://github.com/laurent22/joplin",40000,"good",5,true,true,false,"","Note-Taking Apps (30 Skills)","Joplin (4)","Based on research data only"
"Joplin Templates","https://github.com/joplin/plugin-templates",400,"acceptable",3,true,true,false,"","Note-Taking Apps (30 Skills)","Joplin (4)","Based on research data only"
"TiddlyGit","https://github.com/tiddly-gittly/TiddlyGit-Desktop",1000,"good",5,true,true,false,"","Note-Taking Apps (30 Skills)","Other Note Tools (14)","Based on research data only"
"Tmuxinator","https://github.com/tmuxinator/tmuxinator",13000,"good",5,true,true,false,"","Note-Taking Apps (30 Skills)","Other Note Tools (14)","Based on research data only"
"Spacedrive","https://github.com/spacedriveapp/spacedrive",30000,"good",5,true,true,false,"","Note-Taking Apps (30 Skills)","Other Note Tools (14)","Based on research data only"
"Winds","https://github.com/GetStream/Winds",8000,"good",5,true,true,false,"","Note-Taking Apps (30 Skills)","Other Note Tools (14)","Based on research data only"
"Filestash","https://github.com/mickael-kerjean/filestash",8000,"good",5,true,true,false,"","Note-Taking Apps (30 Skills)","Other Note Tools (14)","Based on research data only"
"Oh My Zsh","https://github.com/ohmyzsh/ohmyzsh",165000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","Shells (8)","Based on research data only"
"Prezto","https://github.com/sorin-ionescu/prezto",14000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","Shells (8)","Based on research data only"
"Powerlevel10k","https://github.com/romkatv/powerlevel10k",45000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","Shells (8)","Based on research data only"
"Starship","https://github.com/starship/starship",40000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","Shells (8)","Based on research data only"
"Fish","https://github.com/fish-shell/fish-shell",25000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","Shells (8)","Based on research data only"
"Nushell","https://github.com/nushell/nushell",30000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","Shells (8)","Based on research data only"
"Xonsh","https://github.com/xonsh/xonsh",8000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","Shells (8)","Based on research data only"
"Tmux","https://github.com/tmux/tmux",33000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","Terminal Multiplexers (7)","Based on research data only"
"TPM","https://github.com/tmux-plugins/tpm",11000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","Terminal Multiplexers (7)","Based on research data only"
"tmux-resurrect","https://github.com/tmux-plugins/tmux-resurrect",8000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","Terminal Multiplexers (7)","Based on research data only"
"tmux-continuum","https://github.com/tmux-plugins/tmux-continuum",3000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","Terminal Multiplexers (7)","Based on research data only"
"tmux-yank","https://github.com/tmux-plugins/tmux-yank",2000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","Terminal Multiplexers (7)","Based on research data only"
".tmux","https://github.com/gpakosz/.tmux",14000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","Terminal Multiplexers (7)","Based on research data only"
"FZF","https://github.com/junegunn/fzf",60000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","CLI Tools (15)","Based on research data only"
"Ripgrep","https://github.com/BurntSushi/ripgrep",45000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","CLI Tools (15)","Based on research data only"
"Bat","https://github.com/sharkdp/bat",48000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","CLI Tools (15)","Based on research data only"
"FD","https://github.com/sharkdp/fd",33000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","CLI Tools (15)","Based on research data only"
"Exa","https://github.com/ogham/exa",23000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","CLI Tools (15)","Based on research data only"
"Eza","https://github.com/eza-community/eza",10000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","CLI Tools (15)","Based on research data only"
"Zoxide","https://github.com/ajeetdsouza/zoxide",20000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","CLI Tools (15)","Based on research data only"
"LF","https://github.com/gokcehan/lf",7000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","CLI Tools (15)","Based on research data only"
"Ranger","https://github.com/ranger/ranger",14000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","CLI Tools (15)","Based on research data only"
"Lazygit","https://github.com/jesseduffield/lazygit",48000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","CLI Tools (15)","Based on research data only"
"Forgit","https://github.com/wfxr/forgit",4000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","CLI Tools (15)","Based on research data only"
"Delta","https://github.com/dandavison/delta",20000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","CLI Tools (15)","Based on research data only"
"Krew","https://github.com/kubernetes-sigs/krew",5000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","CLI Tools (15)","Based on research data only"
"Gum","https://github.com/charmbracelet/gum",15000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","CLI Tools (15)","Based on research data only"
"Glow","https://github.com/charmbracelet/glow",15000,"good",5,true,true,false,"","Terminal Tools (30 Skills)","CLI Tools (15)","Based on research data only"
"Go Task","https://github.com/go-task/task",10000,"good",5,true,true,false,"","Productivity Utilities (25 Skills)","Task Managers (7)","Based on research data only"
"transfer.sh","https://github.com/dutchcoders/transfer.sh",16000,"good",5,true,true,false,"","Productivity Utilities (25 Skills)","Task Managers (7)","Based on research data only"
"Bubbletea","https://github.com/charmbracelet/bubbletea",25000,"good",5,true,true,false,"","Productivity Utilities (25 Skills)","Task Managers (7)","Based on research data only"
"Htop","https://github.com/htop-dev/htop",7000,"good",5,true,true,false,"","Productivity Utilities (25 Skills)","Task Managers (7)","Based on research data only"
"Btop","https://github.com/aristocratos/btop",20000,"good",5,true,true,false,"","Productivity Utilities (25 Skills)","Task Managers (7)","Based on research data only"
"Clipboard","https://github.com/Slackadays/Clipboard",600,"good",5,true,true,false,"","Productivity Utilities (25 Skills)","Clipboard Managers (5)","Based on research data only"
"Activepieces","https://github.com/activepieces/activepieces",7000,"good",5,true,true,false,"","Productivity Utilities (25 Skills)","Clipboard Managers (5)","Based on research data only"
"Maccy","https://github.com/p0deje/Maccy",9000,"good",5,true,true,false,"","Productivity Utilities (25 Skills)","Clipboard Managers (5)","Based on research data only"
"Clipy","https://github.com/Clipy/Clipy",6000,"good",5,true,true,false,"","Productivity Utilities (25 Skills)","Clipboard Managers (5)","Based on research data only"
"Vifm","https://github.com/vifm/vifm",2000,"good",5,true,true,false,"","Productivity Utilities (25 Skills)","File Managers (6)","Based on research data only"
"Nylas Mail","https://github.com/nylas/nylas-mail",13000,"good",5,true,true,false,"","Productivity Utilities (25 Skills)","File Managers (6)","Based on research data only"
"Mailspring","https://github.com/Foundry376/Mailspring",15000,"good",5,true,true,false,"","Productivity Utilities (25 Skills)","File Managers (6)","Based on research data only"
"Moar","https://github.com/walles/moar",2000,"good",5,true,true,false,"","Productivity Utilities (25 Skills)","File Managers (6)","Based on research data only"
"FiraCode","https://github.com/tonsky/FiraCode",70000,"good",5,true,true,false,"","Productivity Utilities (25 Skills)","File Managers (6)","Based on research data only"
"Ulauncher","https://github.com/Ulauncher/Ulauncher",10000,"good",5,true,true,false,"","Productivity Utilities (25 Skills)","Launcher Tools (7)","Based on research data only"
"Emacs Plus","https://github.com/d12frosted/homebrew-emacs-plus",2000,"good",5,true,true,false,"","Productivity Utilities (25 Skills)","Launcher Tools (7)","Based on research data only"
"Rebound","https://github.com/shobrook/rebound",300,"acceptable",3,true,true,false,"","Productivity Utilities (25 Skills)","Launcher Tools (7)","Based on research data only"
"Heroicons","https://github.com/tailwindlabs/heroicons",20000,"good",5,true,true,false,"","Design Tools (25 Skills)","Icon Libraries (5)","Based on research data only"
"Tabler Icons","https://github.com/tabler/tabler-icons",17000,"good",5,true,true,false,"","Design Tools (25 Skills)","Icon Libraries (5)","Based on research data only"
"Phosphor Icons","https://github.com/phosphor-icons/phosphor-icons",12000,"good",5,true,true,false,"","Design Tools (25 Skills)","Icon Libraries (5)","Based on research data only"
"Shadcn/ui","https://github.com/shadcn-ui/ui",65000,"good",5,true,true,false,"","Design Tools (25 Skills)","Design Systems & UI Kits (5)","Based on research data only"
"Chakra UI","https://github.com/chakra-ui/chakra-ui",37000,"good",5,true,true,false,"","Design Tools (25 Skills)","Design Systems & UI Kits (5)","Based on research data only"
"Mantine UI","https://github.com/mantinedev/mantine",24000,"good",5,true,true,false,"","Design Tools (25 Skills)","Design Systems & UI Kits (5)","Based on research data only"
"Penpot","https://github.com/penpot/penpot",31000,"good",5,true,true,false,"","Design Tools (25 Skills)","Prototyping & Design Tools (5)","Based on research data only"
"Excalidraw","https://github.com/excalidraw/excalidraw",78000,"good",5,true,true,false,"","Design Tools (25 Skills)","Prototyping & Design Tools (5)","Based on research data only"
"tldraw","https://github.com/tldraw/tldraw",29000,"good",5,true,true,false,"","Design Tools (25 Skills)","Prototyping & Design Tools (5)","Based on research data only"
"Framer Motion","https://github.com/framer/motion",23000,"good",5,true,true,false,"","Design Tools (25 Skills)","Prototyping & Design Tools (5)","Based on research data only"
"React Spring","https://github.com/pmndrs/react-spring",23000,"good",5,true,true,false,"","Design Tools (25 Skills)","Prototyping & Design Tools (5)","Based on research data only"
"Google Fonts","https://github.com/google/fonts",18000,"good",5,true,true,false,"","Design Tools (25 Skills)","Color & Typography (5)","Based on research data only"
"Mattermost","https://github.com/mattermost/mattermost",28000,"good",5,true,true,false,"","Collaboration Tools (25 Skills)","Team Communication (5)","Based on research data only"
"Zulip","https://github.com/zulip/zulip",21000,"good",5,true,true,false,"","Collaboration Tools (25 Skills)","Team Communication (5)","Based on research data only"
"Rocket.Chat","https://github.com/RocketChat/Rocket.Chat",39000,"good",5,true,true,false,"","Collaboration Tools (25 Skills)","Team Communication (5)","Based on research data only"
"Element","https://github.com/vector-im/element-web",11000,"good",5,true,true,false,"","Collaboration Tools (25 Skills)","Team Communication (5)","Based on research data only"
"Taiga","https://github.com/taigaio/taiga-back",15000,"good",5,true,true,false,"","Collaboration Tools (25 Skills)","Project Management (5)","Based on research data only"
"Docusaurus","https://github.com/facebook/docusaurus",53000,"good",5,true,true,false,"","Collaboration Tools (25 Skills)","Documentation & Knowledge (5)","Based on research data only"
"GitBook","https://github.com/GitbookIO/gitbook",29000,"good",5,true,true,false,"","Collaboration Tools (25 Skills)","Documentation & Knowledge (5)","Based on research data only"
"VitePress","https://github.com/vuejs/vitepress",21000,"good",5,true,true,false,"","Collaboration Tools (25 Skills)","Documentation & Knowledge (5)","Based on research data only"
"Phabricator","https://github.com/phacility/phabricator",10000,"good",5,true,true,false,"","Collaboration Tools (25 Skills)","Code Review & Quality (5)","Based on research data only"
"Obsidian","https://github.com/obsidianmd/obsidian-releases",34000,"good",5,true,true,false,"","Collaboration Tools (25 Skills)","Note-Taking & Workflow (5)","Based on research data only"
"Logseq","https://github.com/logseq/logseq",31000,"good",5,true,true,false,"","Collaboration Tools (25 Skills)","Note-Taking & Workflow (5)","Based on research data only"
"Joplin","https://github.com/laurent22/joplin",45000,"good",5,true,true,false,"","Collaboration Tools (25 Skills)","Note-Taking & Workflow (5)","Based on research data only"
"AppFlowy","https://github.com/AppFlowy-IO/AppFlowy",54000,"good",5,true,true,false,"","Collaboration Tools (25 Skills)","Note-Taking & Workflow (5)","Based on research data only"
"n8n","https://github.com/n8n-io/n8n",52000,"good",5,true,true,false,"","Collaboration Tools (25 Skills)","Note-Taking & Workflow (5)","Based on research data only"
"Node-RED","https://github.com/node-red/node-red",19000,"good",5,true,true,false,"","Developer Utilities (20 Skills)","Workflow Automation (5)","Based on research data only"
"Huginn","https://github.com/huginn/huginn",43000,"good",5,true,true,false,"","Developer Utilities (20 Skills)","Workflow Automation (5)","Based on research data only"
"Affine","https://github.com/toeverything/AFFiNE",32000,"good",5,true,true,false,"","Developer Utilities (20 Skills)","Workflow Automation (5)","Based on research data only"
"Tmux","https://github.com/tmux/tmux",33000,"good",5,true,true,false,"","Developer Utilities (20 Skills)","Terminal & Dev Tools (5)","Based on research data only"
"TPM","https://github.com/tmux-plugins/tpm",13000,"good",5,true,true,false,"","Developer Utilities (20 Skills)","Terminal & Dev Tools (5)","Based on research data only"
"FZF","https://github.com/junegunn/fzf",61000,"good",5,true,true,false,"","Developer Utilities (20 Skills)","Terminal & Dev Tools (5)","Based on research data only"
"Docker","https://github.com/docker/docker-ce",69000,"good",5,true,true,false,"","Container Orchestration (35 Skills)","Container Runtimes (5)","Based on research data only"
"Podman","https://github.com/containers/podman",22000,"good",5,true,true,false,"","Container Orchestration (35 Skills)","Container Runtimes (5)","Based on research data only"
"containerd","https://github.com/containerd/containerd",16000,"good",5,true,true,false,"","Container Orchestration (35 Skills)","Container Runtimes (5)","Based on research data only"
"Kubernetes","https://github.com/kubernetes/kubernetes",110000,"good",5,true,true,false,"","Container Orchestration (35 Skills)","Kubernetes Core (5)","Based on research data only"
"minikube","https://github.com/kubernetes/minikube",29000,"good",5,true,true,false,"","Container Orchestration (35 Skills)","Kubernetes Distributions (5)","Based on research data only"
"kind","https://github.com/kubernetes-sigs/kind",13000,"good",5,true,true,false,"","Container Orchestration (35 Skills)","Kubernetes Distributions (5)","Based on research data only"
"k3s","https://github.com/k3s-io/k3s",27000,"good",5,true,true,false,"","Container Orchestration (35 Skills)","Kubernetes Distributions (5)","Based on research data only"
"Helm","https://github.com/helm/helm",26000,"good",5,true,true,false,"","Container Orchestration (35 Skills)","Helm & Package Management (5)","Based on research data only"
"k9s","https://github.com/derailed/k9s",25000,"good",5,true,true,false,"","Container Orchestration (35 Skills)","Kubernetes Tools (5)","Based on research data only"
"kubectx","https://github.com/ahmetb/kubectx",17000,"good",5,true,true,false,"","Container Orchestration (35 Skills)","Kubernetes Tools (5)","Based on research data only"
"kubens","https://github.com/ahmetb/kubectx",17000,"good",5,true,true,false,"","Container Orchestration (35 Skills)","Kubernetes Tools (5)","Based on research data only"
"Istio","https://github.com/istio/istio",35000,"good",5,true,true,false,"","Container Orchestration (35 Skills)","Service Mesh (5)","Based on research data only"
"Linkerd","https://github.com/linkerd/linkerd2",10000,"good",5,true,true,false,"","Container Orchestration (35 Skills)","Service Mesh (5)","Based on research data only"
"Consul Connect","https://github.com/hashicorp/consul",27000,"good",5,true,true,false,"","Container Orchestration (35 Skills)","Service Mesh (5)","Based on research data only"
"Envoy","https://github.com/envoyproxy/envoy",24000,"good",5,true,true,false,"","Container Orchestration (35 Skills)","Service Mesh (5)","Based on research data only"
"Cilium","https://github.com/cilium/cilium",19000,"good",5,true,true,false,"","Container Orchestration (35 Skills)","Container Networking & Storage (5)","Based on research data only"
"Rook","https://github.com/rook/rook",12000,"good",5,true,true,false,"","Container Orchestration (35 Skills)","Container Networking & Storage (5)","Based on research data only"
"Jenkins","https://github.com/jenkinsci/jenkins",23000,"good",5,true,true,false,"","CI/CD Tools (35 Skills)","CI Platforms (5)","Based on research data only"
"GitLab CI","https://github.com/gitlabhq/gitlabhq",35000,"good",5,true,true,false,"","CI/CD Tools (35 Skills)","CI Platforms (5)","Based on research data only"
"Drone CI","https://github.com/drone/drone",29000,"good",5,true,true,false,"","CI/CD Tools (35 Skills)","CI Platforms (5)","Based on research data only"
"Gradle","https://github.com/gradle/gradle",17000,"good",5,true,true,false,"","CI/CD Tools (35 Skills)","Build Tools (5)","Based on research data only"
"Bazel","https://github.com/bazelbuild/bazel",23000,"good",5,true,true,false,"","CI/CD Tools (35 Skills)","Build Tools (5)","Based on research data only"
"ArgoCD","https://github.com/argoproj/argo-cd",17000,"good",5,true,true,false,"","CI/CD Tools (35 Skills)","Continuous Deployment (5)","Based on research data only"
"NixOS","https://github.com/NixOS/nixpkgs",12000,"good",5,true,true,false,"","CI/CD Tools (35 Skills)","Continuous Deployment (5)","Based on research data only"
"Terraform","https://github.com/hashicorp/terraform",42000,"good",5,true,true,false,"","CI/CD Tools (35 Skills)","Infrastructure as Code (5)","Based on research data only"
"Pulumi","https://github.com/pulumi/pulumi",21000,"good",5,true,true,false,"","CI/CD Tools (35 Skills)","Infrastructure as Code (5)","Based on research data only"
"AWS CDK","https://github.com/aws/aws-cdk",11000,"good",5,true,true,false,"","CI/CD Tools (35 Skills)","Infrastructure as Code (5)","Based on research data only"
"Ansible","https://github.com/ansible/ansible",61000,"good",5,true,true,false,"","CI/CD Tools (35 Skills)","Infrastructure as Code (5)","Based on research data only"
"SaltStack","https://github.com/saltstack/salt",14000,"good",5,true,true,false,"","CI/CD Tools (35 Skills)","Configuration Management (5)","Based on research data only"
"CFEngine","https://github.com/cfengine/core",680,"good",5,true,true,false,"","CI/CD Tools (35 Skills)","Configuration Management (5)","Based on research data only"
"Nix","https://github.com/NixOS/nix",12000,"good",5,true,true,false,"","CI/CD Tools (35 Skills)","Configuration Management (5)","Based on research data only"
"Selenium","https://github.com/SeleniumHQ/selenium",30000,"good",5,true,true,false,"","CI/CD Tools (35 Skills)","Testing & Quality (5)","Based on research data only"
"Cypress","https://github.com/cypress-io/cypress",46000,"good",5,true,true,false,"","CI/CD Tools (35 Skills)","Testing & Quality (5)","Based on research data only"
"Playwright","https://github.com/microsoft/playwright",65000,"good",5,true,true,false,"","CI/CD Tools (35 Skills)","Testing & Quality (5)","Based on research data only"
"OWASP ZAP","https://github.com/zaproxy/zaproxy",12000,"good",5,true,true,false,"","CI/CD Tools (35 Skills)","Testing & Quality (5)","Based on research data only"
"Semantic Release","https://github.com/semantic-release/semantic-release",20000,"good",5,true,true,false,"","CI/CD Tools (35 Skills)","Release Automation (5)","Based on research data only"
"GoReleaser","https://github.com/goreleaser/goreleaser",14000,"good",5,true,true,false,"","CI/CD Tools (35 Skills)","Release Automation (5)","Based on research data only"
"AWS CLI","https://github.com/aws/aws-cli",15000,"good",5,true,true,false,"","Cloud Platforms (35 Skills)","AWS Tools (5)","Based on research data only"
"LocalStack","https://github.com/localstack/localstack",53000,"good",5,true,true,false,"","Cloud Platforms (35 Skills)","AWS Tools (5)","Based on research data only"
"AWS CDK","https://github.com/aws/aws-cdk",11000,"good",5,true,true,false,"","Cloud Platforms (35 Skills)","AWS Tools (5)","Based on research data only"
"Serverless Framework","https://github.com/serverless/serverless",46000,"good",5,true,true,false,"","Cloud Platforms (35 Skills)","AWS Tools (5)","Based on research data only"
"Azure DevOps","https://github.com/microsoft/azure-devops-cli-extension",750,"good",5,true,true,false,"","Cloud Platforms (35 Skills)","Azure Tools (5)","Based on research data only"
"Pulumi Azure","https://github.com/pulumi/pulumi-azure",820,"good",5,true,true,false,"","Cloud Platforms (35 Skills)","Azure Tools (5)","Based on research data only"
"Skaffold","https://github.com/GoogleContainerTools/skaffold",15000,"good",5,true,true,false,"","Cloud Platforms (35 Skills)","GCP Tools (5)","Based on research data only"
"Nomad","https://github.com/hashicorp/nomad",15000,"good",5,true,true,false,"","Cloud Platforms (35 Skills)","Multi-Cloud (5)","Based on research data only"
"OpenFaaS","https://github.com/openfaas/faas",26000,"good",5,true,true,false,"","Cloud Platforms (35 Skills)","Serverless (5)","Based on research data only"
"K3s","https://github.com/k3s-io/k3s",27000,"good",5,true,true,false,"","Cloud Platforms (35 Skills)","Edge Computing (5)","Based on research data only"
"Vercel CLI","https://github.com/vercel/vercel",13000,"good",5,true,true,false,"","Cloud Platforms (35 Skills)","Cloud Native (5)","Based on research data only"
"Prometheus","https://github.com/prometheus/prometheus",55000,"good",5,true,true,false,"","Monitoring & Observability (35 Skills)","Metrics & Dashboards (5)","Based on research data only"
"Grafana","https://github.com/grafana/grafana",62000,"good",5,true,true,false,"","Monitoring & Observability (35 Skills)","Metrics & Dashboards (5)","Based on research data only"
"Victoria Metrics","https://github.com/VictoriaMetrics/VictoriaMetrics",11000,"good",5,true,true,false,"","Monitoring & Observability (35 Skills)","Metrics & Dashboards (5)","Based on research data only"
"Thanos","https://github.com/thanos-io/thanos",13000,"good",5,true,true,false,"","Monitoring & Observability (35 Skills)","Metrics & Dashboards (5)","Based on research data only"
"ELK Stack","https://github.com/elastic/elasticsearch",69000,"good",5,true,true,false,"","Monitoring & Observability (35 Skills)","Logging (5)","Based on research data only"
"Fluentd","https://github.com/fluent/fluentd",12000,"good",5,true,true,false,"","Monitoring & Observability (35 Skills)","Logging (5)","Based on research data only"
"Loki","https://github.com/grafana/loki",22000,"good",5,true,true,false,"","Monitoring & Observability (35 Skills)","Logging (5)","Based on research data only"
"Vector","https://github.com/vectordotdev/vector",17000,"good",5,true,true,false,"","Monitoring & Observability (35 Skills)","Logging (5)","Based on research data only"
"Jaeger","https://github.com/jaegertracing/jaeger",19000,"good",5,true,true,false,"","Monitoring & Observability (35 Skills)","Tracing (5)","Based on research data only"
"Zipkin","https://github.com/openzipkin/zipkin",17000,"good",5,true,true,false,"","Monitoring & Observability (35 Skills)","Tracing (5)","Based on research data only"
"SkyWalking","https://github.com/apache/skywalking",24000,"good",5,true,true,false,"","Monitoring & Observability (35 Skills)","Tracing (5)","Based on research data only"
"Temporal","https://github.com/temporalio/temporal",11000,"good",5,true,true,false,"","Monitoring & Observability (35 Skills)","Tracing (5)","Based on research data only"
"SigNoz","https://github.com/SigNoz/signoz",18000,"good",5,true,true,false,"","Monitoring & Observability (35 Skills)","APM & Profiling (5)","Based on research data only"
"Datadog CI","https://github.com/DataDog/datadog-ci",330,"acceptable",3,true,true,false,"","Monitoring & Observability (35 Skills)","APM & Profiling (5)","Based on research data only"
"Uptime Kuma","https://github.com/louislam/uptime-kuma",58000,"good",5,true,true,false,"","Monitoring & Observability (35 Skills)","Uptime & Health (5)","Based on research data only"
"Upptime","https://github.com/upptime/upptime",15000,"good",5,true,true,false,"","Monitoring & Observability (35 Skills)","Uptime & Health (5)","Based on research data only"
"PagerDuty","https://github.com/PagerDuty/pdagent",210,"acceptable",3,true,true,false,"","Monitoring & Observability (35 Skills)","Incident Response (5)","Based on research data only"
"FireHydrant","https://github.com/firehydrant/api-client-go",120,"acceptable",3,true,true,false,"","Monitoring & Observability (35 Skills)","Incident Response (5)","Based on research data only"
"LangChain","https://github.com/langchain-ai/langchain",95000,"good",5,true,true,false,"","LLM Frameworks & Libraries (15)","","Based on research data only"
"LlamaIndex","https://github.com/run-llama/llama_index",38000,"good",5,true,true,false,"","LLM Frameworks & Libraries (15)","","Based on research data only"
"Transformers","https://github.com/huggingface/transformers",135000,"good",5,true,true,false,"","LLM Frameworks & Libraries (15)","","Based on research data only"
"Ollama","https://github.com/ollama/ollama",92000,"good",5,true,true,false,"","LLM Frameworks & Libraries (15)","","Based on research data only"
"vLLM","https://github.com/vllm-project/vllm",32000,"good",5,true,true,false,"","LLM Frameworks & Libraries (15)","","Based on research data only"
"Text Generation Inference","https://github.com/huggingface/text-generation-inference",18000,"good",5,true,true,false,"","LLM Frameworks & Libraries (15)","","Based on research data only"
"AutoGPTQ","https://github.com/AutoGPTQ/AutoGPTQ",16000,"good",5,true,true,false,"","LLM Frameworks & Libraries (15)","","Based on research data only"
"GPTQ-for-LLaMA","https://github.com/qwopqwop200/GPTQ-for-LLaMA",12000,"good",5,true,true,false,"","LLM Frameworks & Libraries (15)","","Based on research data only"
"LocalAI","https://github.com/mudler/LocalAI",22000,"good",5,true,true,false,"","LLM Frameworks & Libraries (15)","","Based on research data only"
"FastChat","https://github.com/lm-sys/FastChat",37000,"good",5,true,true,false,"","LLM Frameworks & Libraries (15)","","Based on research data only"
"LiteLLM","https://github.com/BerriAI/litellm",12000,"good",5,true,true,false,"","LLM Frameworks & Libraries (15)","","Based on research data only"
"Instructor","https://github.com/jxnl/instructor",8000,"good",5,true,true,false,"","LLM Frameworks & Libraries (15)","","Based on research data only"
"Guidance","https://github.com/guidance-ai/guidance",18000,"good",5,true,true,false,"","LLM Frameworks & Libraries (15)","","Based on research data only"
"Outlines","https://github.com/outlines-dev/outlines",8000,"good",5,true,true,false,"","LLM Frameworks & Libraries (15)","","Based on research data only"
"Semantic Kernel","https://github.com/microsoft/semantic-kernel",22000,"good",5,true,true,false,"","LLM Frameworks & Libraries (15)","","Based on research data only"
"Chroma","https://github.com/chroma-core/chroma",15000,"good",5,true,true,false,"","Vector Databases & RAG (12)","","Based on research data only"
"Pinecone","https://github.com/pinecone-io/pinecone-ts-client",2000,"good",5,true,true,false,"","Vector Databases & RAG (12)","","Based on research data only"
"Qdrant","https://github.com/qdrant/qdrant",20000,"good",5,true,true,false,"","Vector Databases & RAG (12)","","Based on research data only"
"Weaviate","https://github.com/weaviate/weaviate",11000,"good",5,true,true,false,"","Vector Databases & RAG (12)","","Based on research data only"
"Milvus","https://github.com/milvus-io/milvus",28000,"good",5,true,true,false,"","Vector Databases & RAG (12)","","Based on research data only"
"FAISS","https://github.com/facebookresearch/faiss",30000,"good",5,true,true,false,"","Vector Databases & RAG (12)","","Based on research data only"
"pgvector","https://github.com/pgvector/pgvector",12000,"good",5,true,true,false,"","Vector Databases & RAG (12)","","Based on research data only"
"LanceDB","https://github.com/lancedb/lancedb",6000,"good",5,true,true,false,"","Vector Databases & RAG (12)","","Based on research data only"
"MyScale","https://github.com/myscale/myscaledb",4000,"good",5,true,true,false,"","Vector Databases & RAG (12)","","Based on research data only"
"Vespa","https://github.com/vespa-engine/vespa",6000,"good",5,true,true,false,"","Vector Databases & RAG (12)","","Based on research data only"
"Zilliz Cloud","https://github.com/zilliztech/milvus",28000,"good",5,true,true,false,"","Vector Databases & RAG (12)","","Based on research data only"
"Supabase Vector","https://github.com/supabase/vecs",3000,"good",5,true,true,false,"","Vector Databases & RAG (12)","","Based on research data only"
"AutoGPT","https://github.com/Significant-Gravitas/AutoGPT",165000,"good",5,true,true,false,"","AI Agents & Tools (14)","","Based on research data only"
